Scene,Speaker,Words
"Season 1, Episode 3, Scene 2",Michael,the most sacred thing i do is care and provide for my workers my family i give them money i give them food not directly but through the money i heal them today i am in charge of picking a great new health care plan right that's what this is all about does that make me their doctor um yes in a way yeah like a specialist
"Season 1, Episode 3, Scene 3",Michael,i am going to go with the best jan i am going to go with the one with the acupuncture therapeutic massage you know the works i think it was you who didn't look closely enough at the gold plan well i'd recommend it it's very good you gotta crack these things open well that is kind of a tough assignment um it won't be popular decision around the old orifice well it's a suicide mission you know there there when have you ever done that
"Season 1, Episode 3, Scene 4",Jim,last night on trading spouses there's have you seen it interesting what's that like wow but then who would watch my tv that is
"Season 1, Episode 3, Scene 4",Pam,no i have a life you should try it sometime your problem
"Season 1, Episode 3, Scene 4",Michael,jimbo ha haaaaa ah
"Season 1, Episode 3, Scene 5",Michael,there's a decision that needs to be made and i'm having an unbelievably a busy day so i'm going to let you pick a health care plan for our office and then explain it to your co-workers yeah really
"Season 1, Episode 3, Scene 5",Jim,gosh that is a great offer thank you i really think i should be concentrating on sales yeah i just don't think this is the kind of task that i am going to do you know who would be great for this
"Season 1, Episode 3, Scene 6",Jim,any time michael asks me to do anything i just tell him that dwight should do it
"Season 1, Episode 3, Scene 7",Dwight,yes i can do it i'm your man
"Season 1, Episode 3, Scene 8",Jim,right now this is just a job if i advance any higher in this company then this would be my career and uh well if this were my career i'd have to throw myself in front of a train
"Season 1, Episode 3, Scene 9",Dwight,ok first let's go over some parameters how many people can i fire ok we'll table that for the time being two i'll need an office i think the conference room should be fine yes i have an office bigger than his ok i take it back it's a workspace thank you
"Season 1, Episode 3, Scene 9",Michael,ah none you're picking a health care plan you can use the conference room as a temporary workspace nope you cannot use it temporary workspace you can use it
"Season 1, Episode 3, Scene 10",Michael,if dwight fails then that is strike two and good for me for ah for giving him a second chance and if he succeeds then you know no one will be prouder than i am i groomed him i made him what he is today unless he fails and we've talked about that already
"Season 1, Episode 3, Scene 11",Dwight,what did i do i did my job i slashed benefits to the bone i saved this company money was i too harsh maybe i don't believe in coddling people in the wild there is no health care in the wild health care is 'ow i hurt my leg i can't run a lion eats me and i'm dead' well i'm not dead i'm the lion you're dead
"Season 1, Episode 3, Scene 13",Pam,dunder mifflin this is pam where are you actually people are really unhappy um dwight sent around this memo and people are freaking out 'cause the no you're not ok still no one calling
"Season 1, Episode 3, Scene 13",Michael,pam michael scott how's tricks oh i am in my office i am swamped i have work up to my ears i'm busy busy busy can't step away i just wanted to check in and see how everybody's doing everybody cool out there pam whoa whoa i'm sorry i'm sorry i i i i gotta go i'm getting a call i have to make a call after i finish my work you know what uh just don't let anybody in my office under any conditions today i'm just too busy too swamped you know i am unreachable i am incommunicado capisce thank you oh gah here we go again gotta go i have to take this
"Season 1, Episode 3, Scene 14",Pam,dwight what ok dwight are you really in charge of picking the health care plan this is a ridiculously awful plan because you cut everything why would you want to raise your cholesterol
"Season 1, Episode 3, Scene 14",Dwight,uh knock please please knock this is an office same thing just knock please as a sign of respect for your superior oh gee then why do i have an office yes and my decision in final aww times are tough pam deal with it sure don't need it never been sick perfect immune system i don't need them superior genes i'm a schrute and superior brain power through concentration i can raise and lower my cholesterol at will so i can lower it
"Season 1, Episode 3, Scene 14",Jim,it says 'workspace' if it's the same thing then why did you write 'workspace' you are not my superior i thought it was a workspace you cut more than you had to didn't you well why did you do that you work here don't you want good insurance ok well if you've never been sick then you don't have any antibodies
"Season 1, Episode 3, Scene 15",Oscar,he literally won't come out of his office
"Season 1, Episode 3, Scene 15",Kevin,he's got to come out sometime to go to the bathroom
